Name	Genes (tot)	Stat (dist.dir.up)	p (dist.dir.up)	p adj (dist.dir.up)	Stat (dist.dir.dn)	p (dist.dir.dn)	p adj (dist.dir.dn)	Stat (non-dir.)	p (non-dir.)	p adj (non-dir.)	Genes (up)	Stat (mix.dir.up)	p (mix.dir.up)	p adj (mix.dir.up)	Genes (down)	Stat (mix.dir.dn)	p (mix.dir.dn)	p adj (mix.dir.dn)
regulation_of_synaptic_plasticity(4)	140	0.58255	0.997	1	0.41745	0.003996	0.020197	0.32025	0.000999	0.00151	52	0.28975	0.33467	0.52466	77	0.24374	0.41259	0.5673
regulation_of_synaptic_transmission(3)	276	0.57494	1	1	0.42506	0.000999	0.0072255	0.36465	0.000999	0.00151	100	0.30458	0.38961	0.57238	142	0.25483	0.52148	0.66395
regulation_of_synaptic_transmission_GABAergic(4)	33	0.64465	0.99101	1	0.35535	0.00999	0.039912	0.39318	0.023976	0.028843	9	0.32144	0.54246	0.69954	18	0.22678	0.36963	0.52685
regulation_of_synaptic_transmission_cholinergic(4)	14	0.68611	0.98002	1	0.31389	0.020979	0.070653	0.69987	0.92408	0.93115	3	0.92005	0.999	1	7	0.434	0.91209	0.95029
regulation_of_synaptic_transmission_dopaminergic(4)	16	0.6477	0.94905	1	0.3523	0.051948	0.13903	0.36357	0.044955	0.052084	5	0.36574	0.62837	0.76667	8	0.12356	0.12987	0.26513
regulation_of_synaptic_transmission_glutamatergic(4)	52	0.60275	0.97702	1	0.39725	0.023976	0.078501	0.40947	0.012987	0.016204	15	0.26413	0.27972	0.46435	27	0.27151	0.61838	0.74082
regulation_of_synaptic_vesicle_exocytosis(5)	21	0.49026	0.52947	1	0.50974	0.47153	0.67655	0.29577	0.000999	0.00151	10	0.2401	0.22977	0.41282	11	0.34637	0.82517	0.89586
regulation_of_synaptic_vesicle_transport(4)	26	0.48391	0.53447	1	0.51609	0.46653	0.67168	0.27158	0.000999	0.00151	13	0.23939	0.21479	0.39558	13	0.30376	0.73726	0.83004
regulation_of_syncytium_formation_by_plasma_membrane_fusion(4)	27	0.58217	0.8991	1	0.41783	0.1019	0.22959	0.38578	0.045954	0.053177	10	0.35158	0.62637	0.76577	12	0.15835	0.16284	0.30748
regulation_of_system_process(4)	420	0.57401	1	1	0.42599	0.000999	0.0072255	0.36818	0.000999	0.00151	155	0.31349	0.46853	0.64069	200	0.20523	0.018981	0.070961
regulation_of_systemic_arterial_blood_pressure(5)	91	0.5757	0.99101	1	0.4243	0.00999	0.039912	0.37994	0.000999	0.00151	35	0.35614	0.75025	0.8567	40	0.15274	0.016983	0.065129
regulation_of_systemic_arterial_blood_pressure_by_circulatory_renin_angiotensin(8)	16	0.49302	0.4975	1	0.50698	0.5035	0.70938	0.30149	0.012987	0.016204	9	0.36747	0.66933	0.80113	6	0.086118	0.086913	0.20329
regulation_of_systemic_arterial_blood_pressure_by_hormone(6)	43	0.54118	0.83117	1	0.45882	0.16983	0.3334	0.43581	0.051948	0.059651	19	0.43961	0.93207	0.96921	17	0.19926	0.24875	0.4082
regulation_of_systemic_arterial_blood_pressure_by_renin_angiotensin(7)	30	0.5401	0.79421	1	0.4599	0.20679	0.38502	0.32332	0.005994	0.0079142	14	0.35233	0.64935	0.78609	13	0.13592	0.1029	0.22839
regulation_of_systemic_arterial_blood_pressure_mediated_by_a_chemical_signal(6)	50	0.55004	0.87512	1	0.44996	0.12587	0.27001	0.38157	0.002997	0.004179	22	0.39505	0.86513	0.93001	21	0.16131	0.098901	0.22239
regulation_of_telomerase_activity(6)	14	0.42626	0.30669	1	0.57374	0.69431	0.88345	0.28995	0.020979	0.025425	10	0.39974	0.75724	0.861	4	0.015498	0.082917	0.19838
regulation_of_telomere_maintenance(4)	17	0.30399	0.022977	0.24955	0.69601	0.97802	1	0.13048	0.000999	0.00151	12	0.10641	0.007992	0.039604	5	0.18823	0.36663	0.5247
regulation_of_the_force_of_heart_contraction(4)	29	0.54091	0.78022	1	0.45909	0.22078	0.40279	0.31113	0.003996	0.0054487	13	0.31976	0.52647	0.68702	15	0.25772	0.53147	0.67118
regulation_of_thymocyte_apoptotic_process(10)	16	0.54196	0.70829	1	0.45804	0.29271	0.48654	0.23975	0.002997	0.004179	9	0.39882	0.75924	0.86195	7	0.035234	0.023976	0.083566
regulation_of_timing_of_cell_differentiation(5)	12	0.52359	0.63636	1	0.47641	0.36464	0.56575	0.41772	0.15984	0.17357	5	0.35316	0.60539	0.75001	6	0.37447	0.83616	0.90295
regulation_of_tissue_remodeling(4)	54	0.57405	0.95205	1	0.42595	0.048951	0.1334	0.28197	0.000999	0.00151	20	0.20467	0.072927	0.1897	27	0.15307	0.066933	0.17031
regulation_of_tolerance_induction(4)	14	0.45323	0.41059	1	0.54677	0.59041	0.78925	0.37036	0.066933	0.075718	7	0.28351	0.41159	0.5928	6	0.36675	0.82418	0.89535
regulation_of_toll_like_receptor_4_signaling_pathway(5)	12	0.55162	0.73327	1	0.44838	0.26773	0.45737	0.11073	0.000999	0.00151	6	0.21397	0.25574	0.44155	6	0.0074883	0.013986	0.05669
regulation_of_toll_like_receptor_signaling_pathway(4)	36	0.51795	0.70729	1	0.48205	0.29371	0.48748	0.20454	0.000999	0.00151	19	0.27947	0.33566	0.52561	16	0.065839	0.004995	0.02655
regulation_of_transcription_elongation_from_RNA_polymerase_II_promoter(8)	26	0.40312	0.14785	0.97102	0.59688	0.85315	1	0.19849	0.000999	0.00151	15	0.13742	0.014985	0.061714	11	0.28176	0.60839	0.7316
regulation_of_transcription_factor_import_into_nucleus(7)	79	0.59446	0.996	1	0.40554	0.004995	0.023727	0.20437	0.000999	0.00151	34	0.29237	0.33067	0.52059	44	0.11828	0.000999	0.0079587
regulation_of_transcription_from_RNA_polymerase_III_promoter(7)	18	0.55494	0.78222	1	0.44506	0.21878	0.40034	0.13784	0.000999	0.00151	8	0.15369	0.080919	0.2023	10	0.12517	0.1029	0.22839
regulation_of_transcription_from_RNA_polymerase_II_promoter_in_response_to_hypoxia(6)	10	0.67921	0.94306	1	0.32079	0.057942	0.15103	0.27949	0.028971	0.034293	4	0.54738	0.92308	0.96331	6	0.10089	0.11688	0.24894
regulation_of_transcription_from_RNA_polymerase_II_promoter_in_response_to_oxidative_stress(6)	10	0.50398	0.56843	1	0.49602	0.43257	0.63727	0.12754	0.000999	0.00151	5	0.13549	0.092907	0.22462	5	0.11959	0.18082	0.32846
regulation_of_transcription_from_RNA_polymerase_II_promoter_in_response_to_stress(6)	35	0.56438	0.87013	1	0.43562	0.13087	0.27736	0.16963	0.000999	0.00151	17	0.27775	0.35664	0.54268	18	0.067513	0.002997	0.018216
regulation_of_transcription_from_RNA_polymerase_II_promoter_involved_in_heart_development(5)	13	0.57611	0.79421	1	0.42389	0.20679	0.38502	0.35332	0.054945	0.062834	5	0.31154	0.48751	0.6538	5	0.007103	0.026973	0.090934
regulation_of_transcription_from_RNA_polymerase_I_promoter(7)	20	0.36294	0.080919	0.65675	0.63706	0.92008	1	0.14885	0.000999	0.00151	12	0.062277	0.003996	0.023011	8	0.27871	0.60839	0.7316
regulation_of_transcription_initiation_from_RNA_polymerase_II_promoter(6)	15	0.41909	0.25774	1	0.58091	0.74326	0.9235	0.18098	0.001998	0.002859	8	0.090586	0.018981	0.073717	6	0.16501	0.27972	0.44117
regulation_of_transcription_involved_in_G1_S_transition_of_mitotic_cell_cycle(5)	11	0.17819	0.001998	0.036541	0.82181	0.999	1	0.062379	0.000999	0.00151	9	0.033687	0.003996	0.023011	2	0.19149	0.44056	0.59261
regulation_of_transcription_involved_in_cell_fate_commitment(8)	20	0.79136	1	1	0.20864	0.000999	0.0072255	0.35422	0.02997	0.035395	3	0.40135	0.68531	0.81472	13	0.14465	0.12388	0.25761
regulation_of_transcription_regulatory_region_DNA_binding(6)	28	0.47422	0.45155	1	0.52578	0.54945	0.75171	0.34809	0.012987	0.016204	11	0.1164	0.022977	0.084519	12	0.28885	0.66134	0.77535
regulation_of_transferase_activity(5)	665	0.53471	0.998	1	0.46529	0.002997	0.016408	0.21371	0.000999	0.00151	301	0.20477	0.000999	0.0078325	335	0.15369	0.000999	0.0079587
regulation_of_transforming_growth_factor_beta_production(5)	23	0.42055	0.23177	1	0.57945	0.76923	0.94458	0.2868	0.000999	0.00151	12	0.17747	0.058941	0.16557	9	0.27408	0.58541	0.71242
regulation_of_translation(6)	233	0.43134	0.022977	0.24955	0.56866	0.97802	1	0.18001	0.000999	0.00151	131	0.15337	0.000999	0.0078325	93	0.13818	0.000999	0.0079587
regulation_of_translation_in_response_to_stress(5)	16	0.30401	0.024975	0.26608	0.69599	0.97602	1	0.072834	0.000999	0.00151	11	0.04062	0.000999	0.0078325	5	0.1437	0.23976	0.39853
regulation_of_translational_elongation(7)	13	0.55586	0.73526	1	0.44414	0.26573	0.45535	0.1106	0.000999	0.00151	6	0.1575	0.12587	0.27623	7	0.070396	0.058941	0.15621
regulation_of_translational_initiation(5)	50	0.31201	0.001998	0.036541	0.68799	0.999	1	0.099466	0.000999	0.00151	36	0.11353	0.000999	0.0078325	14	0.063313	0.008991	0.040847
regulation_of_translational_initiation_by_eIF2_alpha_phosphorylation(4)	10	0.21916	0.017982	0.20422	0.78084	0.98302	1	0.046118	0.000999	0.00151	8	0.052777	0.008991	0.042839	2	0.019481	0.24076	0.39969
regulation_of_translational_initiation_in_response_to_stress(6)	15	0.32413	0.053946	0.48537	0.67587	0.94705	1	0.077404	0.000999	0.00151	10	0.044254	0.000999	0.0078325	5	0.1437	0.23976	0.39853
regulation_of_transmembrane_receptor_protein_serine_threonine_kinase_signaling_pathway(5)	191	0.56921	0.998	1	0.43079	0.002997	0.016408	0.32664	0.000999	0.00151	76	0.31142	0.48851	0.65501	97	0.21361	0.1029	0.22839
regulation_of_transmembrane_transport(4)	375	0.48252	0.46454	1	0.51748	0.53646	0.73952	0.39535	0.000999	0.00151	172	0.30793	0.37263	0.55811	152	0.29139	0.93706	0.96668
regulation_of_transmembrane_transporter_activity(5)	161	0.49418	0.5954	1	0.50582	0.40559	0.61012	0.35968	0.000999	0.00151	74	0.29235	0.28372	0.46854	67	0.2429	0.42358	0.5766
regulation_of_transmission_of_nerve_impulse(4)	12	0.62884	0.90709	1	0.37116	0.093906	0.21563	0.68302	0.87213	0.88185	1	5.5054e-07	0.15684	0.31942	6	0.53271	0.97502	0.98892
regulation_of_transporter_activity(4)	171	0.50047	0.7013	1	0.49953	0.2997	0.49364	0.34633	0.000999	0.00151	78	0.28439	0.18781	0.36239	73	0.23343	0.30669	0.46837
regulation_of_triglyceride_biosynthetic_process(6)	18	0.77645	1	1	0.22355	0.000999	0.0072255	0.016711	0.000999	0.00151	4	0.031642	0.046953	0.14211	14	0.012445	0.001998	0.013547
regulation_of_triglyceride_catabolic_process(6)	10	0.8909	1	1	0.1091	0.000999	0.0072255	0.01821	0.000999	0.00151	1	7.9766e-11	0.10889	0.25143	9	0.020233	0.008991	0.040847
regulation_of_triglyceride_metabolic_process(5)	34	0.7904	1	1	0.2096	0.000999	0.0072255	0.017635	0.000999	0.00151	7	0.024782	0.005994	0.031404	27	0.015783	0.000999	0.0079587
regulation_of_tube_size(5)	152	0.64374	1	1	0.35626	0.000999	0.0072255	0.34887	0.000999	0.00151	46	0.32106	0.52048	0.68199	81	0.1637	0.004995	0.02655
regulation_of_tumor_necrosis_factor_mediated_signaling_pathway(6)	17	0.44693	0.35265	1	0.55307	0.64835	0.84287	0.094525	0.000999	0.00151	9	0.044588	0.005994	0.031404	8	0.1507	0.1998	0.35251
regulation_of_tumor_necrosis_factor_production(6)	94	0.57036	0.98801	1	0.42964	0.012987	0.048779	0.26662	0.000999	0.00151	39	0.28217	0.26973	0.4542	53	0.22751	0.28971	0.44962
regulation_of_tumor_necrosis_factor_superfamily_cytokine_production(5)	96	0.55992	0.97403	1	0.44008	0.026973	0.085721	0.26437	0.000999	0.00151	41	0.27615	0.24376	0.42918	53	0.22751	0.28971	0.44962
regulation_of_type_2_immune_response(5)	23	0.70617	0.996	1	0.29383	0.004995	0.023727	0.36735	0.025974	0.031041	5	0.36959	0.63536	0.77379	15	0.24008	0.44655	0.59779
regulation_of_type_B_pancreatic_cell_apoptotic_process(7)	11	0.54818	0.73526	1	0.45182	0.26573	0.45535	0.19073	0.003996	0.0054487	5	0.20615	0.23277	0.41619	5	0.013452	0.03996	0.11817
regulation_of_type_I_interferon_mediated_signaling_pathway(6)	13	0.7798	0.995	1	0.2202	0.005994	0.027147	0.029579	0.000999	0.00151	3	0.10991	0.18382	0.35746	10	0.005481	0.001998	0.013547
regulation_of_type_I_interferon_production(5)	41	0.68764	1	1	0.31236	0.000999	0.0072255	0.16678	0.000999	0.00151	14	0.32946	0.57243	0.72462	27	0.082429	0.001998	0.013547
regulation_of_tyrosine_phosphorylation_of_STAT_protein(7)	54	0.55112	0.9011	1	0.44888	0.0999	0.22569	0.34624	0.000999	0.00151	22	0.30688	0.45455	0.6293	25	0.19783	0.20979	0.36503
regulation_of_tyrosine_phosphorylation_of_Stat1_protein(8)	13	0.71743	0.98701	1	0.28257	0.013986	0.051494	0.33374	0.040959	0.047768	3	0.3537	0.61339	0.75752	8	0.15969	0.22078	0.37835
regulation_of_tyrosine_phosphorylation_of_Stat3_protein(8)	33	0.46514	0.4046	1	0.53486	0.5964	0.79457	0.38957	0.018981	0.023137	16	0.30948	0.48651	0.65364	12	0.24201	0.48152	0.62789
regulation_of_tyrosine_phosphorylation_of_Stat5_protein(8)	16	0.4422	0.32567	1	0.5578	0.67532	0.86636	0.36186	0.040959	0.047768	9	0.34285	0.5974	0.74272	5	0.1408	0.22478	0.38284
regulation_of_ubiquitin_protein_transferase_activity(6)	35	0.58339	0.93207	1	0.41661	0.068931	0.17199	0.15729	0.000999	0.00151	13	0.090096	0.004995	0.026952	22	0.19699	0.1988	0.35149
regulation_of_urine_volume(5)	17	0.54688	0.73427	1	0.45312	0.26673	0.45648	0.5219	0.38761	0.40323	5	0.29974	0.45754	0.63201	7	0.33907	0.75325	0.84152
regulation_of_uterine_smooth_muscle_contraction(8)	10	0.36666	0.1988	1	0.63334	0.8022	0.96876	0.66489	0.82418	0.83563	6	0.54295	0.94306	0.97442	2	0.69558	0.96304	0.98167
regulation_of_vacuole_organization(5)	17	0.71394	0.997	1	0.28606	0.003996	0.020197	0.209	0.001998	0.002859	6	0.48559	0.88911	0.94574	11	0.05813	0.013986	0.05669
regulation_of_vascular_endothelial_growth_factor_production(5)	28	0.68406	0.995	1	0.31594	0.005994	0.027147	0.21018	0.000999	0.00151	7	0.1303	0.066933	0.17935	20	0.19865	0.24476	0.40412
regulation_of_vascular_endothelial_growth_factor_receptor_signaling_pathway(5)	25	0.61983	0.95405	1	0.38017	0.046953	0.1298	0.11201	0.000999	0.00151	10	0.18957	0.10589	0.24707	15	0.060297	0.003996	0.02234
regulation_of_vascular_permeability(4)	22	0.57197	0.84416	1	0.42803	0.15684	0.31472	0.26918	0.000999	0.00151	9	0.2747	0.37762	0.56243	12	0.20413	0.32767	0.48859
regulation_of_vasculature_development(5)	213	0.60401	1	1	0.39599	0.000999	0.0072255	0.23048	0.000999	0.00151	78	0.22133	0.005994	0.031404	126	0.18118	0.008991	0.040847
regulation_of_vasculogenesis(5)	12	0.54566	0.71828	1	0.45434	0.28272	0.47559	0.1733	0.000999	0.00151	5	0.11755	0.073926	0.19111	7	0.21312	0.37363	0.5304
regulation_of_vasoconstriction(6)	64	0.61723	0.997	1	0.38277	0.003996	0.020197	0.37794	0.004995	0.0066792	20	0.31536	0.53447	0.69433	33	0.20852	0.20879	0.36386
regulation_of_vasodilation(6)	46	0.58483	0.95005	1	0.41517	0.050949	0.13717	0.3654	0.001998	0.002859	15	0.24185	0.20779	0.38762	23	0.22523	0.32667	0.48775
regulation_of_ventricular_cardiac_muscle_cell_membrane_repolarization(6)	12	0.48631	0.51648	1	0.51369	0.48452	0.69031	0.36986	0.086913	0.096836	5	0.21646	0.25475	0.44097	5	0.27121	0.56743	0.69905
regulation_of_vesicle_fusion(5)	20	0.49485	0.56543	1	0.50515	0.43556	0.63986	0.19306	0.000999	0.00151	10	0.18277	0.096903	0.23185	10	0.20336	0.32867	0.48953
regulation_of_vesicle_mediated_transport(4)	362	0.53832	0.99201	1	0.46168	0.008991	0.036865	0.25074	0.000999	0.00151	160	0.23623	0.002997	0.018503	190	0.21563	0.044955	0.12829
regulation_of_viral_entry_into_host_cell(4)	26	0.54844	0.81918	1	0.45156	0.18182	0.34907	0.1872	0.000999	0.00151	11	0.14952	0.051948	0.15187	14	0.15875	0.15285	0.29486
regulation_of_viral_genome_replication(6)	57	0.49064	0.54146	1	0.50936	0.45954	0.66332	0.1713	0.000999	0.00151	31	0.22153	0.051948	0.15187	24	0.037357	0.000999	0.0079587
regulation_of_viral_life_cycle(5)	120	0.49767	0.63936	1	0.50233	0.36164	0.56188	0.17632	0.000999	0.00151	61	0.18535	0.001998	0.013454	56	0.12237	0.000999	0.0079587
regulation_of_viral_process(4)	129	0.52559	0.87013	1	0.47441	0.13087	0.27736	0.16405	0.000999	0.00151	62	0.18236	0.000999	0.0078325	64	0.10714	0.000999	0.0079587
regulation_of_viral_release_from_host_cell(6)	29	0.67655	0.996	1	0.32345	0.004995	0.023727	0.13132	0.000999	0.00151	9	0.14972	0.070929	0.1861	19	0.07688	0.002997	0.018216
regulation_of_viral_transcription(6)	34	0.50501	0.62138	1	0.49499	0.37962	0.5824	0.22298	0.000999	0.00151	17	0.2327	0.17782	0.34947	16	0.16408	0.14086	0.2808
regulation_of_vitamin_metabolic_process(4)	12	0.59792	0.84515	1	0.40208	0.15584	0.31337	0.44493	0.22677	0.24148	4	0.43667	0.76523	0.86611	7	0.37036	0.82517	0.89586
regulation_of_voltage_gated_calcium_channel_activity(8)	21	0.4886	0.51948	1	0.5114	0.48152	0.68677	0.61696	0.77922	0.79244	8	0.47731	0.8991	0.95182	6	0.35628	0.8032	0.87913
regulation_of_water_loss_via_skin(6)	20	0.67191	0.98102	1	0.32809	0.01998	0.068491	0.42136	0.12887	0.14129	6	0.52267	0.92907	0.96805	11	0.20828	0.32667	0.48775
regulation_of_wound_healing(6)	102	0.54873	0.94306	1	0.45127	0.057942	0.15103	0.18993	0.000999	0.00151	46	0.20674	0.013986	0.058611	53	0.12948	0.005994	0.03055
regulatory_T_cell_differentiation(7)	15	0.45939	0.4046	1	0.54061	0.5964	0.79457	0.39289	0.081918	0.091621	7	0.27411	0.38961	0.57238	6	0.3291	0.75325	0.84152
regulatory_region_DNA_binding(6)	689	0.49677	0.78621	1	0.50323	0.21479	0.3954	0.32289	0.000999	0.00151	310	0.24128	0.000999	0.0078325	290	0.20233	0.004995	0.02655
relaxation_of_cardiac_muscle(7)	12	0.55877	0.75025	1	0.44123	0.25075	0.43875	0.13747	0.000999	0.00151	6	0.25501	0.35564	0.54215	6	0.019921	0.027972	0.093501
relaxation_of_muscle(6)	25	0.49087	0.51349	1	0.50913	0.48751	0.69341	0.23378	0.000999	0.00151	13	0.2464	0.24276	0.42809	11	0.14922	0.13886	0.2783
relaxation_of_smooth_muscle(7)	9	0.43525	0.38362	1	0.56475	0.61738	0.8138	0.18867	0.003996	0.0054487	5	0.15326	0.11988	0.26702	4	0.23293	0.49051	0.63565
release_of_cytochrome_c_from_mitochondria(6)	53	0.64633	1	1	0.35367	0.000999	0.0072255	0.19093	0.000999	0.00151	19	0.26433	0.26474	0.45021	32	0.09678	0.004995	0.02655
release_of_sequestered_calcium_ion_into_cytosol_by_sarcoplasmic_reticulum(5)&endoplasmic_reticulum_to_cytosol_transport(5)&calcium_ion_transport_from_endoplasmic_reticulum_to_cytosol(6)	17	0.44109	0.31568	1	0.55891	0.68531	0.87599	0.27177	0.005994	0.0079142	9	0.20749	0.18382	0.35746	7	0.25037	0.4975	0.6426
removal_of_superoxide_radicals(4)	17	0.63801	0.94905	1	0.36199	0.051948	0.13903	0.033647	0.000999	0.00151	6	0.022022	0.008991	0.042839	11	0.039988	0.005994	0.03055
renal_absorption(6)	12	0.56133	0.76024	1	0.43867	0.24076	0.42785	0.24065	0.008991	0.011567	4	0.014298	0.031968	0.10709	6	0.13843	0.20579	0.35995
renal_filtration(6)	19	0.63564	0.95105	1	0.36436	0.04995	0.13552	0.24021	0.000999	0.00151	6	0.18131	0.18082	0.3537	11	0.1342	0.097902	0.22059
renal_system_development(5)	233	0.58282	1	1	0.41718	0.000999	0.0072255	0.27635	0.000999	0.00151	92	0.2772	0.12088	0.268	123	0.16983	0.002997	0.018216
renal_system_process(5)	86	0.58629	0.996	1	0.41371	0.004995	0.023727	0.35936	0.000999	0.00151	30	0.28885	0.36963	0.55486	42	0.19617	0.12388	0.25761
renal_system_process_involved_in_regulation_of_blood_volume(5)	15	0.53373	0.7013	1	0.46627	0.2997	0.49364	0.41722	0.13287	0.14543	6	0.33898	0.58442	0.73464	6	0.20407	0.38561	0.54224
renal_system_process_involved_in_regulation_of_systemic_arterial_blood_pressure(6)	24	0.5675	0.86014	1	0.4325	0.14086	0.29217	0.32414	0.006993	0.0091344	10	0.33071	0.54346	0.69975	11	0.13384	0.095904	0.21726
renal_tubule_development(5)	86	0.59727	0.997	1	0.40273	0.003996	0.020197	0.29641	0.000999	0.00151	35	0.35514	0.74825	0.85529	44	0.13776	0.004995	0.02655
renal_tubule_morphogenesis(6)	76	0.56996	0.97003	1	0.43004	0.030969	0.09557	0.30533	0.000999	0.00151	34	0.36558	0.8012	0.89022	35	0.10788	0.000999	0.0079587
renal_vesicle_development(6)	18	0.70565	0.99301	1	0.29435	0.007992	0.034015	0.35478	0.02997	0.035395	6	0.61483	0.98102	0.99381	11	0.15427	0.14985	0.29143
renal_vesicle_morphogenesis(5)	17	0.72942	0.997	1	0.27058	0.003996	0.020197	0.33738	0.026973	0.032138	5	0.60769	0.96503	0.98615	11	0.15427	0.14985	0.29143
replacement_ossification(5)&endochondral_ossification(6)	26	0.63349	0.98102	1	0.36651	0.01998	0.068491	0.24452	0.000999	0.00151	8	0.17281	0.10989	0.25269	16	0.18593	0.21678	0.3739
replication_fork(5)	58	0.15167	0.000999	0.0217	0.84833	1	1	0.06525	0.000999	0.00151	50	0.053785	0.000999	0.0078325	8	0.13691	0.16583	0.31147
replication_fork_processing(4)	11	0.044124	0.000999	0.0217	0.95588	1	1	0.088249	0.000999	0.00151	11	0.088249	0.005994	0.031404	0	NA	NA	NA
replisome(4)	24	0.21161	0.000999	0.0217	0.78839	1	1	0.098604	0.000999	0.00151	20	0.11309	0.001998	0.013454	4	0.026183	0.1009	0.22515
repressing_transcription_factor_binding(5)	52	0.38621	0.040959	0.395	0.61379	0.96004	1	0.14456	0.000999	0.00151	30	0.068969	0.000999	0.0078325	20	0.17241	0.14186	0.28195
reproductive_behavior(3)	41	0.66593	0.999	1	0.33407	0.001998	0.012017	0.44707	0.076923	0.086394	9	0.25676	0.31668	0.50548	19	0.1589	0.094905	0.21551
reproductive_structure_development(4)	383	0.5029	0.82617	1	0.4971	0.17483	0.33983	0.3025	0.000999	0.00151	169	0.21541	0.000999	0.0078325	167	0.19434	0.006993	0.034284
reproductive_system_development(5)	387	0.50717	0.87712	1	0.49283	0.12388	0.26709	0.30219	0.000999	0.00151	169	0.21541	0.000999	0.0078325	170	0.19144	0.008991	0.040847
respiratory_burst(4)	18	0.48111	0.50749	1	0.51889	0.49351	0.69986	0.12178	0.000999	0.00151	9	0.086097	0.01998	0.076705	8	0.05215	0.021978	0.078483
respiratory_chain(3)	58	0.96628	1	1	0.033718	0.000999	0.0072255	0.069166	0.000999	0.00151	2	0.79193	0.95604	0.98191	55	0.025959	0.000999	0.0079587
respiratory_chain_complex_IV_assembly(7)	10	0.92773	1	1	0.072268	0.000999	0.0072255	0.084273	0.000999	0.00151	1	0.69869	0.77722	0.87346	9	0.016004	0.007992	0.037427
respiratory_electron_transport_chain(5)	40	0.81599	1	1	0.18401	0.000999	0.0072255	0.12817	0.000999	0.00151	7	0.26956	0.37562	0.56071	32	0.069994	0.000999	0.0079587
respiratory_gaseous_exchange(4)	51	0.48578	0.52148	1	0.51422	0.47952	0.68494	0.33913	0.001998	0.002859	22	0.20425	0.063936	0.17418	24	0.32509	0.86813	0.92494
respiratory_system_development(5)	229	0.54387	0.99001	1	0.45613	0.010989	0.042783	0.30991	0.000999	0.00151	91	0.22859	0.003996	0.023011	110	0.20151	0.041958	0.1224
respiratory_system_process(5)	29	0.4906	0.54246	1	0.5094	0.45854	0.66216	0.33133	0.010989	0.013931	12	0.17244	0.051948	0.15187	13	0.27226	0.6014	0.72515
respiratory_tube_development(4)	204	0.56674	0.997	1	0.43326	0.003996	0.020197	0.30614	0.000999	0.00151	76	0.22509	0.007992	0.039604	102	0.18967	0.018981	0.070961
